Beta	se_Beta	Chisq_ADD	Delta	se_Delta	Chisq_DOM
-0.017006824025931275	0.013638375351993665	1.5549669340728507	0.007303285085933071	0.013550897306993779	0.290469407890814
0.015288360030408862	0.013722024163086122	1.2413248326838244	0.015937912632886467	0.013802343783731059	1.3333900276203192
0.0061960758835430604	0.013448857543295513	0.21225731644144943	0.04491633711320155	0.013511942948342544	11.050274328800093
0.003104008480352477	0.013623956901395748	0.05190859523455028	0.008542452775753842	0.013553020231968096	0.39727661329288594
-0.0197932319395248	0.013631559830460336	2.108348112481269	-0.011337126218896272	0.014481907437778517	0.6128503364792968
-0.01378730779285429	0.013588257705433825	1.0295119510742092	-0.014834992023018757	0.01350881683389603	1.2059797292430032
-0.012633821414119664	0.013601758030030444	0.8627388951628734	-0.03368546456744896	0.013580834416920116	6.1522244899718155
-0.0031977233525531394	0.013654642733931396	0.05484298618416633	-0.03351521934184858	0.013610654757819803	6.063537893707385
-0.005277575733554139	0.013563401363079921	0.1514020381165094	-0.01837738363707346	0.013200600364730253	1.9381170237032574
-0.006950590992104825	0.013599157379226625	0.2612278444500468	0.004913399773482309	0.013605407531557525	0.13041906817825008
-0.0008450579583927451	0.013505824185984247	0.003914991363624507	0.012465548068853105	0.013489868973723113	0.8539005487777094
-0.018442260885821012	0.01342471791531659	1.887200247103662	-0.007004373225209039	0.013498797782942582	0.269245451625193
-0.016117628963899244	0.013435874568490895	1.439031915861082	-0.002238282845089722	0.01340911959443599	0.027863098090871233
-0.028902768513587935	0.013438372127292804	4.625786271390622	0.0018987914799622851	0.013482453211669972	0.01983429210965854
0.0005644002741789573	0.013459661542573364	0.001758353351910029	-0.012238207243019305	0.013412264379030802	0.8325903932808415
-0.011197537075570092	0.013607477370864244	0.6771576305174696	0.026397431678097216	0.01380753415251941	3.655031269625446
0.004541495031257686	0.013545888009769861	0.11240424819091567	0.024034442241121834	0.013591967101736997	3.126824216100569
-0.013281283042499448	0.013550710144579857	0.9606295749405648	-0.019063427477973047	0.013699225671760658	1.9364662542741016
0.03459444654605459	0.013523993904454829	6.543390532747888	0.0012461594581302394	0.0134692551812981	0.008559730164941007
0.03608780923795941	0.01361636868158989	7.024225296334829	0.0013355477249784476	0.013448717359459548	0.00986182044008554
0.029997660974201115	0.013616407179915494	4.853440672237234	-0.009692017983250437	0.013522321337982417	0.5137193429236213
0.007211218486838492	0.01360022239245198	0.28114171390457104	0.009045292443192781	0.013686564378575258	0.43677355543562374
0.007735802483736269	0.013313030583462193	0.33764232766861846	0.0037877679567993117	0.013505843035694293	0.07865445666758508
-0.011970456657455435	0.01352459485870556	0.7833807733921688	-0.0089053065840763	0.01350035698581858	0.4351181967805157
0.015310700665014236	0.013313317159197148	1.3225666741904534	-0.0012629992117638574	0.013535939748758713	0.008706213918224306
0.0339627633092864	0.01350447090340018	6.324859608199073	-0.007377502767226287	0.013489816680764209	0.2990932875172472
-0.00590347870171926	0.01351044261080002	0.1909311759782614	-0.005951285038876941	0.013554768990786205	0.1927690299845414
0.0021926744325254347	0.013573789935469776	0.026094324415589766	0.015901152554662828	0.013841430995690802	1.3197607994686027
0.0018603627259728554	0.013548758773341841	0.01885368461269577	0.004121039181385114	0.013754501016926077	0.08976846681754645
0.009012998259943774	0.013565236203123342	0.441452371195653	-0.004771691739921352	0.01360002668161568	0.12310203676838476
0.0095481811743198	0.013474623416523121	0.5021205883249412	0.009599148528932372	0.013564317570854911	0.5008060020968749
-0.00256256268510497	0.01376004009864671	0.03468243625384708	0.0015194485545489973	0.0135078618877338	0.012653153529111578
0.01830941321414644	0.013421253475562849	1.8610699426386226	0.008493381381077096	0.013309698974226482	0.40721595470670674
0.00442475223187145	0.013833004341865395	0.10231631433230441	-0.010429200073479292	0.01413961263072066	0.5440351680669365
-0.012932745946567754	0.013456148995202031	0.9237190878648855	-0.00034329737579053585	0.013312880944953042	0.000664962066013707
0.001999294952422456	0.013181634868000435	0.023004626371807325	-0.012459021672366656	0.012743727656707858	0.9558173711816187
0.010871842838003272	0.013621847113464886	0.6369925134198166	-0.013411796808979182	0.013887559066738686	0.9326572963470019
-0.012783951078815869	0.013616222220962558	0.8814890845657977	0.00015433373630677788	0.013659228266122363	0.00012766428431712902
0.004091626630724044	0.013771183596355771	0.08827738434702743	0.0011962383064823693	0.014209863813395895	0.007086888167491525
0.016255501275639957	0.01359449567197064	1.429797493658644	0.01301714592860014	0.013572052698029954	0.9198996900382815
0.020854941804365094	0.013605877973002462	2.349442504257513	-7.533954998551254e-5	0.013623278235677229	3.0583190537466625e-5
0.013097384538117292	0.013377208548086193	0.9586016269031126	0.012164175776602735	0.013451458321462153	0.8177614502058854
0.01129040163561894	0.013532262684821843	0.6961101137638829	-0.014312643667459672	0.0134912856232831	1.1254677230492425
-0.01734544083276059	0.013584242453751075	1.6304212801803482	0.009442797872258426	0.01366343732704626	0.4776188393011786
-0.010529042222348104	0.013467054066032106	0.6112692191008832	-0.016374381500000538	0.013541292942774286	1.4622093021020517
0.010592113315917494	0.013580211185606485	0.6083481464021333	-0.007769923520087741	0.01354170146872487	0.3292206115079711
0.0027396077009252044	0.013481359405611352	0.04129613270858216	-0.004092324153268378	0.013472355792901626	0.09226839507550764
0.013713328342822375	0.013719483740958388	0.9991028791741033	-0.004033168915448005	0.013992621531410435	0.08307964792635178
-0.0012106078132105437	0.013503321526651043	0.008037587753411356	-0.0240806419338892	0.013540430710489807	3.1627958608823064
0.013958498874331347	0.013361781830040836	1.0913113676171915	-0.012847492949515094	0.01328991965465732	0.9345274559882373
0.010803912157519956	0.013731943059410112	0.6190106214745197	-0.004960912517578122	0.013895284713277972	0.1274642037910796
0.016759309092786175	0.013669074147378562	1.5032597275834494	0.0020056245115166855	0.01321589649950258	0.023030639625964612
0.018439068920942218	0.013553136074605225	1.8509657291797048	-0.02803914410712871	0.01351513186412989	4.304165188286335
-0.00910809789934528	0.013411772294176338	0.46119335089599783	-0.008156684301494013	0.013401394686837818	0.3704480486299388
-0.017400656419089472	0.01341133126221348	1.683400625008067	-0.004071798107997236	0.013412402500268589	0.09216357585404492
0.0015279375726422338	0.0134132392533097	0.012976090882486335	-0.01807606608690725	0.01347544272179594	1.7993753062652336
-0.0413963613358596	0.013310082233578808	9.673037264566721	0.009113005806542167	0.013208027509310908	0.47604429449709973
-0.02504773589153484	0.01337585045492946	3.506663892038468	-0.0021670818885318652	0.013538958263957226	0.02562006021400926
-0.011800906517904544	0.013490022413319716	0.7652536287559486	-0.014704988833085925	0.013561224014964391	1.1757950242322928
0.0010874110162507951	0.013617699115550025	0.006376465121168929	-0.020863702205571502	0.01402609323097641	2.2126326055867884
-0.036443566819357294	0.013456887000430465	7.334196482220287	-0.013850199181135926	0.013453125535548303	1.0599018462145555
-0.02698243408289475	0.013456345540811968	4.0207584946296855	-0.01649192774210775	0.013492304635924117	1.4940687080719055
0.006918866467364247	0.013784920414472235	0.25191925980774477	-0.01906998734598949	0.013743188560000277	1.9254214219549952
-0.0022697638494229497	0.013473394763408007	0.028379666022523772	-0.0035405610733697597	0.013590740779578146	0.06786688594848042
-0.003564050796686176	0.013610818546610816	0.06856765264015292	0.02237588836357937	0.013552678499135964	2.7259023953124917
-0.0031536652937031416	0.013692103628702835	0.05305066625517767	0.0369393845563175	0.013668549496542245	7.303557475279075
-0.00030849991878390427	0.013564745505266642	0.0005172336933991874	0.027784630021193933	0.013590410596389366	4.179690079260499
-0.022302198257090008	0.01339904589161557	2.7704326399489636	-0.005286072034019606	0.013277674713942048	0.15849738615603948
-0.018618772995043144	0.013663632496986692	1.8568198439693795	-0.017116088135109016	0.012862848015661886	1.770658268998307
0.009987516627121053	0.013520978810438986	0.5456306601926852	-0.007346030784586945	0.013538756114049887	0.2944068821798416
0.00874125398611446	0.013719844360675566	0.40592809360108506	0.006866440196626991	0.013803367911806438	0.24745324673075794
-0.007357345309128707	0.01369859924108175	0.28846289555561083	-0.02644648658038331	0.013815987047013879	3.664140628974608
-0.001692135488224668	0.013553497051614592	0.015587179484750269	-0.03693265817750399	0.013567113940903725	7.410477420598217
-0.007948967908405713	0.013379697980534344	0.3529627438270999	0.0031034079808305746	0.012993898346249937	0.05704253473653757
0.003315642639129198	0.013887202074634276	0.0570040775173852	0.013281180002796983	0.015263588019954245	0.7571118693539988
-0.01224274007199374	0.013261584971741626	0.8522487901332224	-0.009711408756592597	0.012948507223791372	0.5625032828637996
-0.031434102438037625	0.013886513640822934	5.12407736253812	-0.010342885601912231	0.01432965197643326	0.5209693299764687
-0.0009393716355174081	0.013506724585528807	0.004836985620582831	-0.018801692073064848	0.013389686285222848	1.9717555312811916
-0.003829208965414931	0.01349204996750964	0.08054938933844892	0.0021534438768512874	0.013445058430525639	0.0256532106517032
0.025824740352702255	0.013474007279527475	3.673485857100522	-0.0033364866270351205	0.013461947456807248	0.06142752180022988
0.01746200631390122	0.013451416912000521	1.6852029669329236	0.012129385940582224	0.013516751872980596	0.8052541038705184
0.005868271344766087	0.01361066519085049	0.18589241623591932	-0.019240404361059196	0.013705414014825865	1.97080688806207
0.018479002019536016	0.013573368312429343	1.8534537708127032	-0.002887389782919412	0.013508211876000797	0.04568936297448721
0.0009401723801590047	0.013338381909704797	0.004968309941191571	-0.011380646713981884	0.01278245189392009	0.792693961420714
0.010904123861455213	0.013462106709695281	0.6560780297070127	-0.016804614335345556	0.012678862074642796	1.756695726871937
0.015349929386103323	0.013492070600926064	1.2943614018855738	-0.017517466858700925	0.01325307358292751	1.747066316448055
0.02940978404959001	0.013488585462536982	4.753908903007285	-0.02344050488876047	0.013491185580709159	3.0187954786474736
